;;gen-17;feb-17;mar-17;apr-17;mag-17;giu-17;lug-17;ago-17;set-17;ott-17;nov-17;dic-17;gen-18;feb-18;mar-18;apr-18;mag-18;giu-18
27;01:30; 1,47 ; 2,75 ; 3,92 ; 1,47 ; 1,47 ; 1,18 ; 3,33 ; 0,78 ; 4,71 ; 4,90 ; 6,37 ; 4,22 ; 2,75 ; 2,25 ; 2,25 ; 1,08 ; 1,86 ; 1,96 
27;01:36; 1,57 ; 2,84 ; 4,12 ; 1,96 ; 1,57 ; 1,27 ; 3,04 ; 0,69 ; 4,51 ; 4,90 ; 6,37 ; 4,22 ; 2,65 ; 2,65 ; 2,16 ; 0,98 ; 1,67 ; 1,86 
27;01:42; 1,67 ; 2,84 ; 4,12 ; 2,06 ; 1,57 ; 1,18 ; 3,24 ; 1,27 ; 4,41 ; 4,90 ; 6,27 ; 3,92 ; 3,04 ; 2,65 ; 2,06 ; 0,98 ; 1,76 ; 1,86 
27;01:48; 1,76 ; 2,65 ; 4,22 ; 1,08 ; 1,57 ; 1,18 ; 3,33 ; 1,76 ; 4,61 ; 5,00 ; 6,37 ; 4,22 ; 2,75 ; 2,84 ; 2,25 ; 0,88 ; 1,67 ; 2,16 
27;01:54; 1,67 ; 2,84 ; 4,22 ; 1,18 ; 1,57 ; 1,18 ; 3,14 ; 1,37 ; 4,41 ; 5,00 ; 6,37 ; 4,22 ; 3,24 ; 2,84 ; 2,65 ; 1,08 ; 1,86 ; 2,25 
27;02:00; 1,57 ; 2,84 ; 4,41 ; 1,47 ; 1,47 ; 1,37 ; 3,24 ; 1,08 ; 4,41 ; 5,20 ; 6,47 ; 4,22 ; 3,14 ; 2,75 ; 2,84 ; 1,37 ; 1,67 ; 2,25 
27;02:06; 1,57 ; 2,55 ; 4,41 ; 2,06 ; 1,47 ; 1,47 ; 3,33 ; 1,27 ; 4,51 ; 5,20 ; 6,57 ; 4,22 ; 2,94 ; 2,75 ; 2,65 ; 1,47 ; 1,76 ; 2,25 
27;02:12; 1,57 ; 2,65 ; 4,41 ; 1,47 ; 1,47 ; 1,57 ; 3,33 ; 1,08 ; 4,61 ; 5,29 ; 6,57 ; 4,22 ; 3,14 ; 2,94 ; 2,84 ; 0,98 ; 1,76 ; 2,16 
27;02:18; 1,57 ; 2,65 ; 4,41 ; 2,25 ; 1,57 ; 1,76 ; 3,43 ; 1,27 ; 4,71 ; 5,29 ; 6,47 ; 4,22 ; 3,14 ; 2,84 ; 2,55 ; 0,88 ; 1,76 ; 2,25 
27;02:24; 1,47 ; 2,75 ; 4,51 ; 2,16 ; 1,57 ; 1,67 ; 3,63 ; 0,98 ; 4,61 ; 5,20 ; 6,47 ; 4,31 ; 3,43 ; 3,04 ; 2,75 ; 0,88 ; 2,16 ; 2,06 
27;02:30; 1,57 ; 2,84 ; 4,41 ; 1,37 ; 1,47 ; 1,76 ; 3,73 ; 1,08 ; 4,80 ; 5,29 ; 6,47 ; 4,41 ; 3,24 ; 3,24 ; 2,65 ; 0,98 ; 1,76 ; 1,96 
27;02:36; 1,57 ; 2,65 ; 4,51 ; 0,88 ; 1,57 ; 1,57 ; 3,53 ; 0,98 ; 4,61 ; 5,29 ; 6,47 ; 4,31 ; 3,33 ; 3,43 ; 2,65 ; 0,98 ; 1,67 ; 2,16 
27;02:42; 1,57 ; 2,75 ; 4,61 ; 0,78 ; 1,67 ; 1,47 ; 3,73 ; 1,37 ; 4,71 ; 5,29 ; 6,37 ; 4,51 ; 3,73 ; 3,43 ; 2,65 ; 1,08 ; 1,67 ; 1,96 
27;02:48; 1,67 ; 2,75 ; 4,61 ; 1,57 ; 1,47 ; 1,57 ; 3,73 ; 1,18 ; 5,00 ; 5,39 ; 6,37 ; 4,51 ; 4,22 ; 3,82 ; 2,84 ; 1,18 ; 1,76 ; 1,96 
27;02:54; 1,67 ; 2,75 ; 4,71 ; 1,57 ; 1,47 ; 1,57 ; 3,73 ; 0,98 ; 5,00 ; 5,20 ; 6,47 ; 4,61 ; 3,82 ; 3,82 ; 2,84 ; 1,08 ; 1,86 ; 2,06 
27;03:00; 1,57 ; 2,35 ; 4,51 ; 2,16 ; 1,47 ; 1,76 ; 3,92 ; 0,98 ; 5,29 ; 5,29 ; 6,47 ; 4,51 ; 4,02 ; 3,92 ; 3,04 ; 1,08 ; 1,76 ; 2,25 
27;03:06; 1,67 ; 2,65 ; 4,61 ; 1,76 ; 1,57 ; 1,67 ; 3,73 ; 1,18 ; 5,20 ; 5,39 ; 6,57 ; 4,71 ; 4,31 ; 4,31 ; 3,04 ; 0,98 ; 1,76 ; 2,25 
27;03:12; 1,67 ; 2,75 ; 4,80 ; 1,76 ; 1,57 ; 1,67 ; 3,73 ; 1,18 ; 4,90 ; 5,39 ; 6,57 ; 4,71 ; 4,02 ; 4,31 ; 3,04 ; 1,18 ; 1,96 ; 2,16 
27;03:18; 1,76 ; 2,94 ; 4,80 ; 1,67 ; 1,67 ; 1,67 ; 3,82 ; 1,18 ; 5,00 ; 5,29 ; 6,47 ; 4,80 ; 4,12 ; 4,51 ; 3,24 ; 0,78 ; 2,16 ; 1,86 
27;03:24; 1,67 ; 2,84 ; 4,80 ; 1,47 ; 1,57 ; 1,86 ; 3,82 ; 0,98 ; 5,10 ; 5,39 ; 6,47 ; 4,71 ; 4,31 ; 4,41 ; 3,24 ; 0,88 ; 1,96 ; 1,86 
27;03:30; 1,67 ; 2,84 ; 4,71 ; 1,27 ; 1,37 ; 1,86 ; 3,92 ; 1,37 ; 4,90 ; 5,29 ; 6,47 ; 5,00 ; 4,02 ; 4,41 ; 3,04 ; 1,27 ; 1,86 ; 2,25 
27;03:36; 1,76 ; 2,84 ; 4,71 ; 1,86 ; 1,57 ; 1,76 ; 3,92 ; 1,08 ; 5,10 ; 5,29 ; 6,37 ; 5,00 ; 4,41 ; 4,90 ; 3,24 ; 1,08 ; 1,96 ; 2,16 
27;03:42; 1,76 ; 2,94 ; 4,71 ; 1,57 ; 1,57 ; 1,96 ; 4,02 ; 0,88 ; 5,20 ; 5,39 ; 6,47 ; 5,00 ; 4,31 ; 4,51 ; 3,33 ; 0,98 ; 2,16 ; 2,25 
27;03:48; 1,96 ; 2,94 ; 5,00 ; 1,27 ; 1,57 ; 1,96 ; 3,92 ; 1,18 ; 5,10 ; 5,39 ; 6,18 ; 5,29 ; 4,22 ; 4,71 ; 3,53 ; 0,88 ; 2,35 ; 2,16 
27;03:54; 1,96 ; 3,14 ; 5,00 ; 1,57 ; 1,57 ; 1,96 ; 3,92 ; 1,37 ; 5,29 ; 5,39 ; 6,57 ; 5,39 ; 4,51 ; 4,90 ; 3,73 ; 1,18 ; 2,06 ; 2,06 
27;04:00; 1,96 ; 3,24 ; 4,90 ; 2,16 ; 1,76 ; 2,06 ; 4,02 ; 1,18 ; 5,20 ; 5,39 ; 6,27 ; 5,20 ; 4,61 ; 5,10 ; 3,43 ; 0,88 ; 2,06 ; 1,96 
27;04:06; 1,96 ; 3,33 ; 4,90 ; 1,76 ; 1,57 ; 1,86 ; 4,02 ; 1,08 ; 5,29 ; 5,49 ; 6,27 ; 5,00 ; 4,80 ; 5,20 ; 3,63 ; 1,27 ; 2,16 ; 1,96 
27;04:12; 2,06 ; 3,82 ; 4,90 ; 1,47 ; 1,47 ; 2,06 ; 4,22 ; 1,37 ; 5,10 ; 5,59 ; 6,18 ; 5,39 ; 4,71 ; 5,29 ; 3,73 ; 1,08 ; 2,25 ; 2,25 
27;04:18; 2,06 ; 3,82 ; 5,00 ; 1,57 ; 1,47 ; 2,06 ; 4,12 ; 0,88 ; 5,20 ; 5,39 ; 6,47 ; 5,49 ; 5,00 ; 5,29 ; 3,63 ; 1,08 ; 2,35 ; 2,55 
27;04:24; 2,25 ; 3,92 ; 5,00 ; 1,37 ; 1,57 ; 2,06 ; 4,02 ; 1,57 ; 5,29 ; 5,39 ; 6,57 ; 5,39 ; 4,71 ; 5,59 ; 3,53 ; 0,98 ; 2,16 ; 2,45 
27;04:30; 2,25 ; 3,73 ; 5,00 ; 1,57 ; 1,57 ; 2,06 ; 4,22 ; 1,27 ; 5,20 ; 5,59 ; 6,47 ; 5,59 ; 5,00 ; 5,49 ; 3,92 ; 0,88 ; 2,16 ; 2,35 
27;04:36; 2,35 ; 3,82 ; 5,00 ; 1,47 ; 1,67 ; 1,86 ; 4,22 ; 1,18 ; 5,49 ; 5,59 ; 6,57 ; 5,69 ; 4,80 ; 5,59 ; 3,82 ; 1,08 ; 2,25 ; 2,45 
27;04:42; 2,45 ; 4,02 ; 5,20 ; 1,86 ; 1,47 ; 2,06 ; 4,31 ; 0,88 ; 5,29 ; 5,59 ; 6,37 ; 5,49 ; 4,80 ; 5,59 ; 3,73 ; 1,37 ; 2,45 ; 2,25 
27;04:48; 2,45 ; 4,22 ; 5,20 ; 1,86 ; 1,57 ; 2,25 ; 4,12 ; 1,27 ; 5,29 ; 5,49 ; 6,57 ; 5,78 ; 5,20 ; 5,88 ; 3,82 ; 1,08 ; 2,55 ; 2,25 
27;04:54; 2,55 ; 4,41 ; 5,10 ; 1,67 ; 1,47 ; 2,16 ; 4,22 ; 1,27 ; 5,49 ; 5,49 ; 6,57 ; 5,78 ; 5,20 ; 5,88 ; 4,02 ; 0,88 ; 2,55 ; 2,45 
27;05:00; 2,65 ; 4,61 ; 5,10 ; 1,57 ; 1,47 ; 2,06 ; 4,12 ; 0,98 ; 5,39 ; 5,59 ; 6,47 ; 5,88 ; 5,10 ; 6,08 ; 4,12 ; 0,88 ; 2,55 ; 2,55 
27;05:06; 2,65 ; 4,71 ; 5,10 ; 1,67 ; 1,57 ; 1,96 ; 4,22 ; 1,18 ; 5,39 ; 5,78 ; 6,67 ; 5,78 ; 5,39 ; 5,98 ; 4,02 ; 0,88 ; 2,65 ; 2,35 
27;05:12; 2,65 ; 4,90 ; 5,29 ; 1,67 ; 1,57 ; 2,16 ; 4,22 ; 1,37 ; 5,59 ; 5,59 ; 6,67 ; 5,78 ; 5,20 ; 6,08 ; 3,82 ; 1,08 ; 2,55 ; 2,65 
27;05:18; 2,75 ; 4,90 ; 5,29 ; 1,96 ; 1,57 ; 2,06 ; 4,22 ; 1,37 ; 5,78 ; 5,59 ; 6,67 ; 5,78 ; 5,20 ; 6,37 ; 3,92 ; 1,18 ; 2,45 ; 2,84 
27;05:24; 2,75 ; 5,10 ; 5,20 ; 2,06 ; 1,57 ; 2,06 ; 4,31 ; 1,08 ; 5,59 ; 5,59 ; 6,67 ; 6,08 ; 5,59 ; 6,18 ; 4,12 ; 1,08 ; 2,65 ; 2,45 
27;05:30; 2,84 ; 5,10 ; 5,20 ; 2,06 ; 1,37 ; 2,25 ; 4,12 ; 1,67 ; 5,59 ; 5,59 ; 6,86 ; 6,08 ; 5,59 ; 6,27 ; 4,31 ; 0,98 ; 2,65 ; 2,65 
27;05:36; 2,94 ; 5,20 ; 5,20 ; 1,86 ; 1,57 ; 2,55 ; 4,22 ; 1,27 ; 5,88 ; 5,69 ; 6,76 ; 6,18 ; 5,49 ; 6,27 ; 4,31 ; 0,88 ; 2,65 ; 2,55 
27;05:42; 2,94 ; 5,29 ; 5,20 ; 2,35 ; 1,57 ; 2,35 ; 4,22 ; 1,57 ; 5,69 ; 5,69 ; 6,86 ; 6,08 ; 5,39 ; 6,47 ; 4,22 ; 1,18 ; 2,94 ; 2,65 
27;05:48; 3,04 ; 5,49 ; 5,29 ; 2,45 ; 1,57 ; 2,35 ; 4,41 ; 1,37 ; 5,69 ; 5,78 ; 6,86 ; 6,08 ; 5,39 ; 6,67 ; 4,22 ; 1,18 ; 2,94 ; 2,84 
27;05:54; 3,04 ; 5,59 ; 5,20 ; 2,35 ; 1,57 ; 2,45 ; 4,22 ; 1,76 ; 5,69 ; 5,78 ; 7,06 ; 5,98 ; 5,59 ; 6,67 ; 4,61 ; 1,18 ; 2,84 ; 2,84 
27;06:00; 3,04 ; 5,49 ; 5,29 ; 2,35 ; 1,47 ; 2,35 ; 4,22 ; 1,76 ; 5,88 ; 5,78 ; 7,16 ; 6,18 ; 5,59 ; 6,76 ; 4,41 ; 0,88 ; 2,84 ; 2,65 
27;06:06; 3,14 ; 5,78 ; 5,29 ; 2,55 ; 1,47 ; 2,65 ; 4,31 ; 1,67 ; 6,08 ; 5,88 ; 7,06 ; 6,27 ; 5,49 ; 6,67 ; 4,31 ; 0,98 ; 2,84 ; 2,75 
27;06:12; 3,14 ; 5,88 ; 5,20 ; 2,65 ; 1,57 ; 2,35 ; 4,31 ; 1,57 ; 6,08 ; 5,98 ; 7,06 ; 6,27 ; 5,69 ; 6,76 ; 4,41 ; 0,78 ; 2,94 ; 2,75 
27;06:18; 3,24 ; 5,78 ; 5,49 ; 2,94 ; 1,67 ; 2,45 ; 4,31 ; 1,86 ; 6,08 ; 5,98 ; 7,06 ; 6,27 ; 5,59 ; 6,76 ; 4,51 ; 0,78 ; 3,14 ; 2,65 
27;06:24; 3,24 ; 5,78 ; 5,29 ; 2,84 ; 1,57 ; 2,55 ; 4,31 ; 1,76 ; 5,98 ; 5,98 ; 7,06 ; 6,37 ; 5,69 ; 6,76 ; 4,80 ; 1,18 ; 2,84 ; 2,84 
27;06:30; 3,33 ; 5,88 ; 5,39 ; 3,24 ; 1,47 ; 2,55 ; 4,31 ; 1,96 ; 5,88 ; 5,98 ; 7,25 ; 6,37 ; 5,78 ; 6,86 ; 4,61 ; 1,27 ; 3,04 ; 2,75 
27;06:36; 3,43 ; 6,08 ; 5,39 ; 3,04 ; 1,47 ; 2,45 ; 4,41 ; 2,06 ; 5,88 ; 5,98 ; 7,25 ; 6,27 ; 5,59 ; 6,96 ; 4,61 ; 1,18 ; 2,94 ; 2,94 
27;06:42; 3,43 ; 6,08 ; 5,39 ; 2,94 ; 1,57 ; 2,45 ; 4,22 ; 2,16 ; 5,88 ; 5,88 ; 7,35 ; 6,27 ; 5,88 ; 7,06 ; 4,61 ; 1,18 ; 3,14 ; 2,75 
27;06:48; 3,43 ; 5,98 ; 5,39 ; 3,24 ; 1,57 ; 2,45 ; 4,22 ; 1,96 ; 5,98 ; 5,98 ; 7,35 ; 6,37 ; 5,69 ; 7,06 ; 4,71 ; 1,08 ; 3,04 ; 2,75 
27;06:54; 3,53 ; 6,08 ; 5,49 ; 3,24 ; 1,47 ; 2,35 ; 4,31 ; 2,16 ; 5,98 ; 5,98 ; 7,35 ; 6,47 ; 5,98 ; 6,96 ; 4,80 ; 0,88 ; 3,14 ; 2,55 
27;07:00; 3,53 ; 5,98 ; 5,49 ; 3,14 ; 1,57 ; 2,65 ; 4,12 ; 2,45 ; 5,98 ; 5,98 ; 7,25 ; 6,27 ; 5,98 ; 7,06 ; 4,71 ; 0,98 ; 2,94 ; 2,65 
27;07:06; 3,53 ; 6,08 ; 5,39 ; 3,14 ; 1,47 ; 2,45 ; 4,41 ; 2,25 ; 5,98 ; 5,98 ; 7,35 ; 6,47 ; 5,98 ; 7,16 ; 4,80 ; 1,08 ; 3,14 ; 2,65 
27;07:12; 3,73 ; 6,18 ; 5,39 ; 3,33 ; 1,67 ; 2,45 ; 4,12 ; 2,35 ; 5,98 ; 5,88 ; 7,45 ; 6,47 ; 6,18 ; 7,16 ; 5,00 ; 1,08 ; 3,24 ; 2,45 
27;07:18; 3,73 ; 6,08 ; 5,39 ; 3,43 ; 1,57 ; 2,25 ; 4,22 ; 2,16 ; 5,98 ; 5,98 ; 7,35 ; 6,57 ; 6,18 ; 7,25 ; 4,80 ; 1,08 ; 3,04 ; 2,65 
27;07:24; 3,73 ; 6,08 ; 5,49 ; 3,53 ; 1,57 ; 2,65 ; 4,22 ; 2,25 ; 5,88 ; 5,98 ; 7,45 ; 6,37 ; 6,27 ; 7,35 ; 4,80 ; 1,08 ; 3,14 ; 2,45 
27;07:30; 3,73 ; 6,27 ; 5,49 ; 3,43 ; 1,47 ; 2,35 ; 4,22 ; 2,45 ; 5,88 ; 5,98 ; 7,45 ; 6,47 ; 6,18 ; 7,35 ; 5,00 ; 0,88 ; 3,04 ; 2,75 
27;07:36; 3,82 ; 6,27 ; 5,39 ; 3,43 ; 1,67 ; 2,35 ; 4,31 ; 2,65 ; 5,98 ; 5,98 ; 7,35 ; 6,57 ; 6,08 ; 7,45 ; 5,00 ; 1,08 ; 3,24 ; 2,75 
27;07:42; 3,82 ; 6,18 ; 5,39 ; 3,33 ; 1,57 ; 2,45 ; 4,31 ; 2,65 ; 5,98 ; 5,88 ; 7,45 ; 6,57 ; 6,27 ; 7,25 ; 5,00 ; 1,18 ; 3,24 ; 2,65 
27;07:48; 3,82 ; 6,18 ; 5,29 ; 3,53 ; 1,57 ; 2,45 ; 4,22 ; 2,55 ; 5,78 ; 5,88 ; 7,45 ; 6,47 ; 6,27 ; 7,16 ; 5,00 ; 1,08 ; 3,33 ; 2,35 
27;07:54; 3,82 ; 6,18 ; 5,20 ; 3,53 ; 1,47 ; 2,35 ; 4,12 ; 2,35 ; 5,78 ; 5,88 ; 7,45 ; 6,47 ; 6,37 ; 7,45 ; 5,10 ; 1,08 ; 3,53 ; 2,45 
27;08:00; 3,73 ; 6,27 ; 5,20 ; 3,63 ; 1,57 ; 2,06 ; 4,41 ; 2,25 ; 5,69 ; 5,88 ; 7,45 ; 6,67 ; 6,27 ; 7,45 ; 5,00 ; 1,08 ; 3,43 ; 2,25 
27;08:06; 3,82 ; 6,27 ; 5,10 ; 3,63 ; 1,47 ; 2,25 ; 4,22 ; 2,45 ; 5,78 ; 5,88 ; 7,45 ; 6,57 ; 6,27 ; 7,16 ; 5,00 ; 1,08 ; 3,53 ; 2,35 
27;08:12; 3,82 ; 6,37 ; 5,10 ; 3,63 ; 1,47 ; 2,35 ; 4,22 ; 2,65 ; 5,59 ; 5,78 ; 7,45 ; 6,57 ; 6,37 ; 7,25 ; 5,10 ; 0,78 ; 3,63 ; 2,35 
27;08:18; 3,73 ; 6,18 ; 4,90 ; 3,43 ; 1,67 ; 2,45 ; 4,22 ; 2,45 ; 5,69 ; 5,78 ; 7,45 ; 6,67 ; 6,47 ; 7,35 ; 5,00 ; 1,27 ; 3,43 ; 2,35 
27;08:24; 3,73 ; 6,18 ; 4,90 ; 3,63 ; 1,57 ; 2,45 ; 4,22 ; 2,65 ; 5,59 ; 5,69 ; 7,45 ; 6,57 ; 6,47 ; 7,45 ; 5,00 ; 0,78 ; 3,53 ; 2,75 
27;08:30; 3,63 ; 6,27 ; 4,90 ; 3,53 ; 1,57 ; 2,25 ; 4,31 ; 2,35 ; 5,49 ; 5,69 ; 7,45 ; 6,76 ; 6,37 ; 7,45 ; 5,00 ; 0,88 ; 3,73 ; 2,65 
27;08:36; 3,73 ; 6,18 ; 4,80 ; 3,43 ; 1,57 ; 2,35 ; 4,31 ; 2,65 ; 5,49 ; 5,69 ; 7,45 ; 6,67 ; 6,57 ; 7,35 ; 5,00 ; 1,08 ; 3,73 ; 2,65 
27;08:42; 3,63 ; 6,08 ; 4,71 ; 3,53 ; 1,57 ; 2,35 ; 4,22 ; 2,25 ; 5,59 ; 5,59 ; 7,45 ; 6,76 ; 6,57 ; 7,35 ; 4,80 ; 1,08 ; 3,82 ; 2,65 
27;08:48; 3,53 ; 6,08 ; 4,71 ; 3,73 ; 1,47 ; 2,25 ; 4,31 ; 2,16 ; 5,39 ; 5,59 ; 7,45 ; 6,76 ; 6,57 ; 7,35 ; 4,80 ; 0,88 ; 3,92 ; 2,45 
27;08:54; 3,53 ; 6,18 ; 4,80 ; 3,73 ; 1,47 ; 2,16 ; 4,41 ; 2,16 ; 5,49 ; 5,39 ; 7,45 ; 6,76 ; 6,67 ; 7,45 ; 4,61 ; 0,88 ; 3,82 ; 2,16 
27;09:00; 3,33 ; 6,08 ; 4,51 ; 3,63 ; 1,47 ; 2,25 ; 4,31 ; 2,35 ; 5,29 ; 5,59 ; 7,35 ; 6,86 ; 6,86 ; 7,45 ; 4,80 ; 0,88 ; 3,73 ; 2,45 
27;09:06; 3,24 ; 5,98 ; 4,61 ; 3,63 ; 1,47 ; 1,96 ; 4,22 ; 2,16 ; 5,39 ; 5,39 ; 7,35 ; 6,76 ; 6,96 ; 7,55 ; 4,71 ; 0,78 ; 4,02 ; 2,35 
27;09:12; 3,14 ; 5,98 ; 4,61 ; 3,63 ; 1,47 ; 2,06 ; 4,31 ; 2,35 ; 5,39 ; 5,49 ; 7,16 ; 6,67 ; 6,67 ; 7,55 ; 4,41 ; 0,88 ; 3,82 ; 2,25 
27;09:18; 3,04 ; 5,88 ; 4,41 ; 3,82 ; 1,57 ; 2,06 ; 4,22 ; 2,06 ; 5,49 ; 5,39 ; 7,25 ; 6,86 ; 6,67 ; 7,45 ; 4,51 ; 0,88 ; 4,02 ; 2,06 
27;09:24; 2,94 ; 5,88 ; 4,22 ; 3,82 ; 1,57 ; 2,06 ; 4,22 ; 2,06 ; 5,39 ; 5,49 ; 7,25 ; 6,86 ; 6,67 ; 7,45 ; 4,31 ; 0,69 ; 3,92 ; 2,25 
27;09:30; 2,94 ; 5,78 ; 4,02 ; 3,82 ; 1,57 ; 1,86 ; 4,22 ; 1,76 ; 5,10 ; 5,39 ; 7,25 ; 6,76 ; 6,76 ; 7,35 ; 4,22 ; 0,98 ; 4,02 ; 1,86 
27;09:36; 2,84 ; 5,88 ; 4,02 ; 3,82 ; 1,57 ; 1,86 ; 4,22 ; 2,06 ; 5,29 ; 5,39 ; 7,35 ; 6,86 ; 6,76 ; 7,45 ; 4,22 ; 1,08 ; 3,92 ; 1,86 
27;09:42; 2,75 ; 5,78 ; 4,02 ; 3,82 ; 1,47 ; 1,76 ; 4,12 ; 2,06 ; 5,00 ; 5,39 ; 7,16 ; 6,86 ; 6,76 ; 7,45 ; 4,31 ; 0,98 ; 3,92 ; 1,76 
27;09:48; 2,75 ; 5,88 ; 3,82 ; 3,92 ; 1,47 ; 2,06 ; 4,22 ; 1,86 ; 5,10 ; 5,39 ; 7,25 ; 6,86 ; 6,47 ; 7,45 ; 3,82 ; 0,98 ; 3,82 ; 1,86 
27;09:54; 2,55 ; 5,88 ; 3,43 ; 3,73 ; 1,47 ; 1,86 ; 4,12 ; 1,27 ; 5,00 ; 5,29 ; 7,16 ; 6,86 ; 6,76 ; 7,45 ; 4,02 ; 1,18 ; 3,82 ; 1,67 
27;10:00; 2,35 ; 5,69 ; 3,53 ; 3,73 ; 1,47 ; 1,86 ; 4,02 ; 1,37 ; 5,10 ; 5,20 ; 7,06 ; 6,86 ; 6,57 ; 7,35 ; 3,82 ; 0,98 ; 3,82 ; 1,57 
27;10:06; 2,35 ; 5,59 ; 3,24 ; 3,73 ; 1,57 ; 1,76 ; 4,02 ; 1,27 ; 5,10 ; 5,20 ; 7,06 ; 6,86 ; 6,47 ; 7,35 ; 3,63 ; 0,98 ; 3,82 ; 1,47 
27;10:12; 2,25 ; 5,39 ; 3,53 ; 3,63 ; 1,57 ; 1,86 ; 4,22 ; 1,67 ; 4,80 ; 5,20 ; 6,96 ; 6,86 ; 6,47 ; 7,45 ; 3,43 ; 0,98 ; 3,92 ; 1,76 
27;10:18; 2,25 ; 5,49 ; 3,14 ; 3,73 ; 1,47 ; 1,96 ; 3,92 ; 1,47 ; 4,41 ; 5,39 ; 7,06 ; 6,86 ; 6,37 ; 7,25 ; 3,33 ; 0,88 ; 3,73 ; 1,67 
27;10:24; 2,06 ; 5,49 ; 3,04 ; 3,43 ; 1,47 ; 1,76 ; 3,82 ; 1,18 ; 4,71 ; 5,20 ; 6,86 ; 6,86 ; 6,57 ; 7,25 ; 3,04 ; 0,98 ; 3,73 ; 1,37 
27;10:30; 2,06 ; 5,29 ; 2,94 ; 3,73 ; 1,47 ; 1,86 ; 3,92 ; 1,18 ; 4,90 ; 5,00 ; 6,76 ; 6,86 ; 6,37 ; 7,16 ; 2,65 ; 0,98 ; 3,73 ; 1,27 
27;10:36; 1,86 ; 5,29 ; 2,75 ; 3,63 ; 1,57 ; 1,86 ; 3,73 ; 0,59 ; 4,22 ; 5,00 ; 6,67 ; 6,86 ; 6,18 ; 7,25 ; 2,65 ; 0,98 ; 3,53 ; 1,18 
27;10:42; 1,76 ; 5,20 ; 2,55 ; 3,53 ; 1,57 ; 1,37 ; 3,63 ; 0,69 ; 4,31 ; 5,10 ; 6,67 ; 6,96 ; 5,98 ; 7,06 ; 2,65 ; 1,08 ; 3,14 ; 1,08 
27;10:48; 1,67 ; 5,00 ; 2,35 ; 3,73 ; 1,47 ; 1,47 ; 3,63 ; 1,37 ; 3,92 ; 4,90 ; 6,67 ; 6,96 ; 6,18 ; 6,86 ; 2,16 ; 1,27 ; 3,33 ; 1,08 
27;10:54; 1,47 ; 4,90 ; 2,25 ; 3,73 ; 1,47 ; 1,47 ; 3,43 ; 0,88 ; 5,98 ; 4,80 ; 6,67 ; 6,96 ; 5,98 ; 7,06 ; 1,76 ; 1,08 ; 3,33 ; 0,59 
27;11:00; 1,37 ; 5,00 ; 2,35 ; 3,63 ; 1,57 ; 1,67 ; 3,24 ; 0,59 ; 3,92 ; 4,71 ; 6,57 ; 6,86 ; 5,59 ; 6,76 ; 1,57 ; 1,18 ; 3,43 ; 0,88 
27;11:06; 1,47 ; 4,61 ; 1,86 ; 3,43 ; 1,47 ; 1,47 ; 3,24 ; 0,98 ; 3,53 ; 4,71 ; 6,57 ; 6,76 ; 5,59 ; 6,86 ; 1,96 ; 1,18 ; 3,24 ; 0,98 
27;11:12; 1,57 ; 4,71 ; 1,57 ; 3,73 ; 1,57 ; 1,27 ; 3,43 ; 0,98 ; 3,14 ; 4,61 ; 6,47 ; 6,86 ; 5,59 ; 6,67 ; 1,76 ; 1,47 ; 3,04 ; 1,18 
27;11:18; 1,47 ; 4,51 ; 1,57 ; 3,73 ; 1,57 ; 1,18 ; 3,14 ; 1,47 ; 3,43 ; 4,51 ; 6,47 ; 6,76 ; 5,39 ; 6,76 ; 1,27 ; 0,69 ; 2,84 ; 0,78 
27;11:24; 1,67 ; 4,31 ; 1,76 ; 3,53 ; 1,47 ; 1,27 ; 3,24 ; 0,88 ; 3,24 ; 4,61 ; 6,27 ; 6,76 ; 5,39 ; 6,57 ; 1,18 ; 0,69 ; 2,84 ; 0,88 
27;11:30; 1,47 ; 4,51 ; 1,57 ; 3,63 ; 1,57 ; 1,18 ; 3,04 ; 0,98 ; 2,65 ; 4,41 ; 6,37 ; 6,67 ; 4,90 ; 6,47 ; 0,78 ; 0,69 ; 2,84 ; 0,98 
27;11:36; 1,47 ; 4,41 ; 1,76 ; 3,43 ; 1,57 ; 1,08 ; 2,84 ; 1,08 ; 2,75 ; 4,31 ; 5,98 ; 6,67 ; 5,00 ; 6,37 ; 1,18 ; 0,78 ; 2,65 ; 0,49 
27;11:42; 1,57 ; 4,22 ; 1,57 ; 3,53 ; 1,37 ; 1,08 ; 2,84 ; 1,08 ; 3,14 ; 4,22 ; 6,18 ; 6,47 ; 5,29 ; 6,57 ; 0,88 ; 0,69 ; 2,55 ; 0,49 
27;11:48; 1,67 ; 4,31 ; 1,57 ; 3,43 ; 1,27 ; 1,18 ; 2,94 ; 0,59 ; 3,04 ; 4,22 ; 6,27 ; 6,57 ; 5,00 ; 6,27 ; 0,69 ; 0,98 ; 2,45 ; 0,88 
27;11:54; 4,80 ; 4,41 ; 1,47 ; 3,53 ; 1,57 ; 1,27 ; 2,65 ; 0,98 ; 2,55 ; 4,31 ; 6,27 ; 6,57 ; 4,90 ; 6,37 ; 0,98 ; 1,08 ; 2,06 ; 0,98 
27;12:00; 1,37 ; 4,41 ; 1,47 ; 3,33 ; 1,57 ; 1,27 ; 2,55 ; 1,18 ; 2,45 ; 4,22 ; 6,08 ; 6,47 ; 4,71 ; 6,37 ; 0,78 ; 0,88 ; 2,06 ; 1,08 
